0.12006933	0.007602545	0.29505134	12
0.09582254	0.044124424	0.29505134	12
0.1451293	0.046513285	0.24341285	12
0.12684803	-0.0018626682	0.29505134	12
0.09948587	0.03772687	0.29505134	12
0.12049209	0.0070122457	0.29505134	12
0.09927422	0.038096495	0.29505134	12
0.14339454	0.03427526	0.2466552	12
0.09456594	0.04631893	0.29505134	12
0.12191914	0.0050196312	0.29505134	12
0.10110637	0.034896854	0.29505134	12
0.13288704	0.04412999	0.25345454	12
0.12666526	-0.00160748	0.29505134	12
0.103989065	0.030055735	0.29505134	12
0.1312228	0.042095643	0.25652635	12
0.12730514	-0.0025009478	0.29505134	12
0.102927744	0.03171604	0.29505134	12
0.12244344	0.043675274	0.2597751	12
0.123806015	0.0023849502	0.29505134	12
0.14335677	0.015227398	0.25985098	12
-0.0025253505	0.0044510346	0.0061490573	12
0.097845905	0.040590864	0.29505134	12
0.11579078	0.013576781	0.29505134	12
0.13263609	0.0281944	0.26345745	12
0.1347321	-0.012871356	0.29505134	12
0.102611974	0.032267496	0.29505134	12
0.11666566	0.048208274	0.26748008	12
0.11949846	0.008399671	0.29505134	12
0.13044828	0.021635735	0.26712632	12
0.098193444	0.039983932	0.29505134	12
0.121867366	0.0330476	0.27128148	12
0.1286609	-0.0043940134	0.29505134	12
0.13769539	0.012349843	0.27095696	12
0.09395269	0.0473899	0.29505134	12
0.10717792	0.02560307	0.29505134	12
0.11387561	0.04516542	0.27561867	12
0.12186838	0.005090502	0.29505134	12
0.12611738	0.018902102	0.2749525	12
0.1330262	0.041359536	0.2562922	12
0.14227714	0.00184122	0.2745793	12
0.105215855	0.028342744	0.29505134	12
0.10700058	0.053549405	0.27979586	12
0.120434985	0.007091987	0.29505134	12
0.12118243	0.02611578	0.27895942	12
0.121739455	0.040292956	0.26372832	12
0.13709232	0.0038877632	0.27827275	12
0.13720663	0.018439991	0.26237658	12
0.13742572	0.04633497	0.2485952	12
0.0025021967	0.0075983396	6.520839E-5	12
0.10022794	0.03314059	0.30749595	12
0.09828746	0.03981974	0.29505134	12
0.122879125	0.003679183	0.29505134	12
0.11049062	0.04180707	0.2827722	12
0.1270935	0.031922564	0.26954198	12
0.12224323	0.045394678	0.25807765	12
-0.0013138362	0.005261612	0.0058812653	12
0.11142955	0.019666445	0.29505134	12
0.13765647	-0.0061517046	0.28304464	12
0.11328809	0.032716844	0.28444207	12
0.12689893	0.020135112	0.27264565	12
0.11424746	0.04592419	0.2743213	12
0.13392924	0.028845213	0.26144165	12
0.12850654	0.04766136	0.25218865	12
-0.0054508136	-0.002790294	0.0051480965	12
-0.003215244	0.004418034	0.005843217	12
0.13034843	-0.008777743	0.3066949	12
0.13215417	-0.009271738	0.29505134	12
0.121750645	0.0052548964	0.29505134	12
0.13211565	0.0027664795	0.28344423	12
0.11207579	0.018764082	0.29505134	12
0.121215396	0.016871361	0.2838753	12
0.13485718	0.0140462825	0.27180064	12
0.10154462	0.03164386	0.30553308	12
0.10312724	0.03136765	0.29505134	12
0.11428991	0.029419452	0.284163	12
0.12680487	0.02723524	0.27245384	12
0.13474087	0.025850186	0.2603376	12
0.0931501	0.043420732	0.30521458	12
0.09649835	0.042944208	0.29505134	12
0.10912	0.04114788	0.28438115	12
0.116271295	0.0401301	0.2732354	12
0.13118562	0.03800748	0.26084936	12
0.14252044	0.036394294	0.24789661	12
0.10226085	0.05263486	0.28464028	12
0.11313397	0.051434457	0.2735204	12
0.11828879	0.050865363	0.26221138	12
0.13200071	-0.009057459	0.29505134	12
0.14008772	-0.0073163705	0.28142074	12
0.12362836	0.0026330089	0.29505134	12
0.13292454	0.0049421904	0.28155306	12
0.14606497	0.008206291	0.26717624	12
0.12365732	0.016346483	0.28174272	12
0.13222814	0.018763704	0.26784757	12
0.14120334	0.021294974	0.2532968	12
0.107479766	0.025181605	0.29505134	12
0.11573418	0.027792135	0.28187823	12
0.12971127	0.032212507	0.26775682	12
0.13916431	0.035202112	0.25310475	12
0.0983902	0.035656232	0.30778554	12
0.1002896	0.036323253	0.29505134	12
0.11222567	0.0405149	0.2818563	12
0.11784414	0.04248797	0.26826054	12
0.12846065	0.046216223	0.25373513	12
-0.007554222	-0.001548801	0.002129543	12
0.09386043	0.047551014	0.29505134	12
0.10553302	0.05206679	0.28192797	12
0.1144132	0.055502277	0.26817963	12
0.12666021	-0.0016004227	0.29505134	12
0.1363708	0.0049988856	0.27835125	12
0.1466284	0.011969936	0.26083788	12
0.11715587	0.011670675	0.29505134	12
0.12507808	0.017426496	0.27841705	12
0.13434242	0.02415743	0.2610294	12
0.10764745	0.024947466	0.29505134	12
0.1162635	0.031630762	0.27837053	12
0.12725873	0.040159542	0.2607813	12
0.09683866	0.0371994	0.3113651	12
0.0988399	0.03885497	0.29505134	12
0.111302115	0.04916461	0.27814767	12
0.13216195	-0.009282603	0.29505134	12
0.1420633	0.0021277007	0.2746251	12
0.12012765	0.0075211236	0.29505134	12
0.12824294	0.01748921	0.274535	12
0.13944452	0.031248184	0.2528619	12
0.10788548	0.024615098	0.29505134	12
0.1168185	0.036320165	0.2742925	12
0.12617701	0.048582744	0.25252214	12
0.096298985	0.04329237	0.29505134	12
-8.1166707E-4	-0.0013624941	0.007841226	12
0.12872581	-0.0044846516	0.29505134	12
0.13775596	0.012570336	0.27055266	12
0.1212071	0.034448963	0.27017608	12
0.09720543	0.041709382	0.29505134	12
0.12118017	0.006051469	0.29505134	12
0.12951566	0.03392347	0.2660814	12
0.100225456	0.03643526	0.29505134	12
0.14956464	0.00823425	0.26294583	12
0.11757935	0.011079366	0.29505134	12
0.12149183	0.04204987	0.2620179	12
0.13252524	-0.009789865	0.29505134	12
0.13213581	0.03979192	0.25843996	12
0.0953088	0.045021612	0.29505134	12
0.13498445	0.041465078	0.2550857	12
0.09315867	0.04877656	0.29505134	12
0.12885095	0.047774598	0.25187683	12
0.12425209	6.5501995E-4	0.30140936	12
0.1429187	0.02988666	0.24759343	12
0.09742597	0.04812192	0.29146874	12
0.10515802	0.038302287	0.28952745	12
0.1274165	-0.002119346	0.2919667	12
0.003159123	-0.0063566463	0.0036895792	12
0.10524384	0.035805866	0.29076415	12
0.12063015	0.006985908	0.29409543	12
0.09892681	0.038126584	0.29535523	12
0.14165741	0.034425713	0.24931459	12
0.14222191	0.0192633	0.25513536	12
0.11932525	0.050041325	0.26036477	12
0.14804709	0.009791443	0.2624185	12
0.099124655	0.034321114	0.3095635	12
0.118417524	0.03992621	0.26850694	12
0.14569777	0.004576556	0.2699893	12
0.11566521	0.035217706	0.27756315	12
0.137927	0.0025995974	0.27818343	12
0.109035954	0.035459157	0.28745663	12
0.12727141	0.04663386	0.25396088	12
0.12694678	0.004448048	0.2873154	12
0.096718825	0.039673276	0.29811835	12
0.11463515	0.05425946	0.26842627	12
0.13000281	0.025909364	0.26760775	12
-0.0027059554	0.0067430497	0.0033479985	12
0.10147286	0.030975427	0.30994737	12
0.11052052	0.04123798	0.28304464	12
0.12511525	0.015189191	0.2817396	12
0.13740943	0.030050322	0.25604245	12
0.097380534	0.03868048	0.29851368	12
0.10826239	0.056128945	0.277275	12
0.120388575	0.03050168	0.27478793	12
0.12932485	0.045886606	0.25359857	12
0.12862179	-0.0044665025	0.2957813	12
0.13707916	0.011207769	0.2734132	12
0.14274605	0.021710355	0.25082538	12
0.09347342	0.04612155	0.2961609	12
0.1073553	0.026121128	0.29392493	12
0.11355558	0.044230677	0.27690488	12
0.12200003	0.005518433	0.29153797	12
0.12648273	0.020089643	0.2732867	12
0.13280392	0.040637016	0.25717688	12
0.14334024	0.005727332	0.27155268	12
